datetime,wavelengths,mean,std,max,min,nans,nans_norm,nans_sum,nans_perc,nans_std
20200128045743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.853107, 0.421539, 43.320583, 39.299767, 74.2993, 85.97922, 74.71873, 0.885525, 1.11037, 3.030083, 13.439442]","[1.901561, 0.259643, 15.041803, 11.854368, 22.222122, 24.023378, 16.197748, 1.971663, 2.457207, 0.928924, 4.34465]","[18.662603, 3.479392, 76.9338, 60.921093, 108.87394, 122.71575, 98.81953, 20.28078, 27.049498, 6.904032, 25.760853]","[0.0, 0.0, 2.66163, 9.460443, 7.381284, 10.448625, 17.021545, 0.0, 0.0, 0.26618, 0.888305]","[3565272.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565271.0, 3565297.0, 3565259.0, 3565259.0]","[13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 38.0, 0.0, 0.0]",63.0,4.156539664630851e-05,11.266127100060196
20200128055744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.112325, 0.438642, 43.84292, 39.616966, 75.078156, 86.77563, 75.01825, 1.173874, 1.486042, 3.03302, 13.46297]","[1.840653, 0.239182, 15.176056, 11.972761, 22.448448, 24.27424, 16.266024, 2.09012, 2.598122, 0.924696, 4.335668]","[17.616753, 3.23792, 70.46984, 61.02505, 111.94948, 127.82891, 99.76517, 20.28078, 26.409437, 6.754307, 25.606365]","[0.0, 0.0, 2.66163, 9.356482, 6.766176, 9.559381, 17.809582, 0.0, 0.0, 0.257862, 0.656574]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128065743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.5098, 0.470306, 44.702885, 40.173134, 76.397606, 88.06353, 75.53891, 1.55812, 1.992765, 3.035278, 13.517118]","[2.019352, 0.247587, 15.560802, 12.306493, 23.097603, 24.949564, 16.504623, 2.306834, 2.875671, 0.921774, 4.345762]","[16.733591, 2.44399, 80.73613, 64.871605, 125.48183, 140.72296, 104.49338, 20.28078, 25.49109, 6.621217, 25.4905]","[0.0, 0.0, 2.66163, 9.460443, 7.176248, 10.448625, 17.651974, 0.0, 0.0, 0.299452, 0.965549]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128075743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.025349, 0.517173, 45.837612, 40.916992, 78.119965, 89.76273, 76.199295, 2.033867, 2.618096, 3.037395, 13.566712]","[2.313161, 0.284283, 16.225248, 12.852782, 24.197063, 26.087267, 16.906057, 2.529321, 3.162642, 0.920215, 4.366816]","[13.52632, 3.234262, 91.38265, 71.21322, 141.47461, 157.6186, 110.32484, 19.049746, 23.069992, 6.621217, 25.992584]","[0.0, 0.0, 2.788374, 9.460443, 6.971212, 10.226314, 17.967186, 0.0, 0.0, 0.282816, 0.926927]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128085744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.607906, 0.575263, 47.078674, 41.752304, 79.97358, 91.6131, 76.86597, 2.577098, 3.316645, 3.043162, 13.620525]","[2.634423, 0.33809, 17.092115, 13.534788, 25.589264, 27.50459, 17.373203, 2.705346, 3.40231, 0.919665, 4.398042]","[17.244896, 3.358656, 103.04313, 76.93107, 157.87747, 174.29193, 115.683464, 20.28078, 24.544914, 6.538036, 26.571915]","[0.0, 0.0, 2.788374, 9.356482, 6.971212, 10.004003, 17.967186, 0.0, 0.0, 0.241225, 0.888305]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128095743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.265416, 0.644187, 48.24071, 42.515453, 81.659096, 93.25952, 77.477844, 3.20594, 4.121086, 3.047688, 13.681155]","[2.937811, 0.396014, 17.995485, 14.203677, 26.993164, 28.900888, 17.824692, 2.837368, 3.599106, 0.918867, 4.432435]","[17.430824, 3.23792, 116.22454, 83.584564, 171.20479, 177.4043, 120.41168, 20.28078, 26.632067, 6.5214, 26.803646]","[0.0, 0.0, 2.915119, 9.356482, 6.971212, 10.004003, 18.597614, 0.0, 0.0, 0.291134, 0.926927]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128105744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.71055, 0.716841, 49.15085, 43.12772, 82.983475, 94.51611, 77.95525, 3.666654, 4.69784, 3.048297, 13.715487]","[3.032493, 0.442742, 18.743454, 14.746137, 28.140676, 30.000984, 18.199102, 2.851925, 3.632868, 0.917283, 4.459951]","[15.315885, 3.40256, 121.42106, 87.2232, 176.12564, 177.6266, 122.61817, 20.28078, 24.739716, 6.513082, 27.305733]","[0.0, 0.0, 2.66163, 9.356482, 6.766176, 10.226314, 18.597614, 0.0, 0.0, 0.282816, 0.926927]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128115743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.892078, 0.756287, 49.607235, 43.478283, 83.60265, 95.10468, 78.20977, 3.865324, 4.951754, 3.049187, 13.727397]","[2.991279, 0.463688, 19.190762, 15.071607, 28.816319, 30.657686, 18.480213, 2.799294, 3.583474, 0.917103, 4.490197]","[15.199679, 3.274507, 122.688484, 88.88657, 176.53572, 177.4043, 123.72142, 20.28078, 24.684057, 6.488127, 27.576086]","[0.0, 0.003659, 2.66163, 9.460443, 6.766176, 10.226314, 17.336758, 0.0, 0.0, 0.249543, 0.811061]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128125743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.688819, 0.740843, 49.550243, 43.436974, 83.484024, 94.97084, 78.04643, 3.738819, 4.775638, 3.044998, 13.711229]","[2.821336, 0.450076, 19.181112, 15.057799, 28.827784, 30.701616, 18.550966, 2.765421, 3.525627, 0.918669, 4.514315]","[14.920787, 3.391584, 122.941986, 88.054886, 176.53572, 177.6266, 123.72142, 20.28078, 24.405771, 6.379992, 28.503014]","[0.0, 0.003659, 2.788374, 9.564404, 7.381284, 10.893247, 17.967186, 0.0, 0.0, 0.166362, 0.77244]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128135744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.204403, 0.681934, 48.99676, 43.10382, 82.676094, 94.154495, 77.74671, 3.358377, 4.265799, 3.04129, 13.666683]","[2.578143, 0.406952, 18.754429, 14.768206, 28.223297, 30.14038, 18.45429, 2.762184, 3.480262, 0.921039, 4.52653]","[12.805846, 3.373291, 117.745476, 85.455864, 172.84508, 176.73737, 121.0421, 20.28078, 23.710052, 6.280174, 27.691952]","[0.0, 0.0, 3.168608, 9.668365, 7.996392, 12.227113, 19.070435, 0.0, 0.0, 0.299452, 0.965549]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128145743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.498249, 0.608938, 48.16198, 42.557564, 81.42871, 92.94682, 77.24367, 2.696142, 3.408481, 3.033387, 13.60984]","[2.221866, 0.352491, 18.084818, 14.283794, 27.212803, 29.169409, 18.195667, 2.598162, 3.268167, 0.92177, 4.525171]","[12.387506, 3.464758, 106.33848, 80.777626, 162.18321, 177.18199, 117.57475, 19.78002, 23.12565, 6.263538, 26.958134]","[0.0, 0.0, 2.154653, 9.564404, 6.561142, 10.893247, 16.863937, 0.0, 0.0, 0.166362, 0.77244]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128155744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.821506, 0.548647, 47.15055, 41.90309, 79.96339, 91.505226, 76.69798, 2.125172, 2.638061, 3.028086, 13.548552]","[1.889192, 0.302723, 17.352877, 13.730701, 26.075436, 28.040756, 17.866798, 2.478893, 3.108569, 0.922066, 4.516281]","[11.38814, 3.442806, 96.19894, 77.76276, 149.26596, 164.06563, 113.16176, 19.028881, 22.402103, 6.305128, 26.378805]","[0.0, 0.0, 2.154653, 9.356482, 6.15107, 9.33707, 15.287869, 0.0, 0.0, 0.149726, 0.695195]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128165743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.375947, 0.505648, 46.2184, 41.28034, 78.57358, 90.18592, 76.20127, 1.688592, 2.072851, 3.02524, 13.502237]","[1.739422, 0.273466, 16.67151, 13.192701, 24.961979, 26.923042, 17.479609, 2.349656, 2.966125, 0.920646, 4.491834]","[13.572803, 3.208651, 86.693115, 72.46075, 134.91347, 149.6154, 108.27593, 17.06757, 20.732382, 6.280174, 25.29739]","[0.0, 0.0, 2.534886, 9.564404, 6.766176, 10.226314, 16.548725, 0.0, 0.0, 0.191317, 0.811061]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128175743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.078935, 0.474473, 45.530323, 40.83759, 77.537704, 89.15506, 75.885254, 1.329636, 1.644471, 3.024638, 13.485202]","[1.687896, 0.252037, 16.185617, 12.798913, 24.131826, 26.049294, 17.148392, 2.193021, 2.800532, 0.916678, 4.462131]","[17.593512, 3.300118, 83.017525, 67.574585, 127.94226, 142.05681, 104.9662, 20.28078, 27.049498, 6.205311, 25.258768]","[0.0, 0.0, 2.408142, 9.460443, 6.356106, 10.004003, 15.603084, 0.0, 0.0, 0.207953, 0.733818]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128185744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.869538, 0.454006, 45.10864, 40.544853, 76.89329, 88.57365, 75.673515, 1.020634, 1.292387, 3.02613, 13.482343]","[1.678716, 0.237373, 15.909576, 12.556912, 23.645945, 25.543125, 16.923597, 2.007855, 2.603082, 0.912863, 4.440247]","[18.523157, 3.241579, 79.215195, 64.45576, 123.636505, 136.94366, 102.91731, 20.28078, 27.049498, 6.113812, 25.181524]","[0.0, 0.0, 2.154653, 9.14856, 5.946034, 9.114757, 14.972655, 0.0, 0.0, 0.182998, 0.695195]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128195743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.688938, 0.440742, 44.84916, 40.376057, 76.526375, 88.166504, 75.53423, 0.744, 0.968134, 3.027461, 13.484401]","[1.691326, 0.233897, 15.732865, 12.412127, 23.355324, 25.222307, 16.777693, 1.819216, 2.396622, 0.909256, 4.421127]","[17.94213, 3.223286, 74.39891, 61.85674, 118.51063, 131.8305, 101.34124, 20.28078, 26.103321, 6.188675, 25.220146]","[0.0, 0.0, 1.77442, 9.0446, 5.125892, 8.003202, 14.342229, 0.0, 0.0, 0.149726, 0.617952]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128205744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.52092, 0.428334, 44.659866, 40.23755, 76.25916, 87.95522, 75.48709, 0.514537, 0.688298, 3.028227, 13.501815]","[1.73286, 0.236134, 15.611743, 12.320515, 23.156712, 25.020025, 16.690674, 1.67263, 2.24984, 0.90484, 4.407099]","[18.59288, 3.21231, 70.72333, 61.544857, 113.58977, 128.71815, 100.710815, 20.28078, 26.966011, 6.105494, 25.181524]","[0.0, 0.0, 2.534886, 9.668365, 7.381284, 10.893247, 17.336758, 0.0, 0.0, 0.249543, 0.888305]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128215743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.355838, 0.415804, 44.566517, 40.17275, 76.139465, 87.87807, 75.51219, 0.32384, 0.449733, 3.030621, 13.510138]","[1.734157, 0.244547, 15.509454, 12.259244, 22.982977, 24.83255, 16.601957, 1.547238, 2.140325, 0.899059, 4.383161]","[19.569006, 3.428171, 68.82217, 61.4409, 110.9243, 126.939674, 99.76517, 20.28078, 27.049498, 6.047267, 25.220146]","[0.0, 0.0, 2.281397, 9.252522, 6.356106, 9.781692, 15.918298, 0.0, 0.0, 0.224589, 0.733818]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128225743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.164272, 0.398796, 44.43836, 40.076427, 75.9917, 87.73612, 75.51518, 0.134919, 0.204736, 3.029569, 13.51932]","[1.327681, 0.24237, 15.382452, 12.177932, 22.76729, 24.59203, 16.469677, 1.120016, 1.650159, 0.893396, 4.353811]","[20.010588, 3.483051, 68.948906, 61.648823, 110.3092, 126.05042, 99.922775, 20.28078, 27.049498, 6.063903, 25.258768]","[0.0, 0.0, 3.041864, 9.668365, 7.586319, 10.893247, 18.440006, 0.0, 0.0, 0.282816, 0.888305]","[3565334.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",75.0,4.9482615055129174e-05,21.560984046602588
20200128235744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.060289, 0.386638, 44.314316, 39.95375, 75.81356, 87.59462, 75.504456, 0.047921, 0.09705, 3.0287, 13.524993]","[0.719798, 0.226031, 15.262383, 12.087212, 22.560429, 24.371723, 16.34006, 0.47885, 0.843747, 0.888032, 4.325794]","[18.59288, 3.472075, 68.69542, 61.4409, 109.489044, 124.271935, 100.08038, 20.28078, 27.049498, 6.072221, 25.29739]","[0.0, 0.0, 2.408142, 9.460443, 6.561142, 10.226314, 16.548725, 0.0, 0.0, 0.199635, 0.77244]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565260.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1.0,6.597682007350557e-07,0.28747978728803447
